,id,name,year,selling_price,seats
1259,1260,Hyundai Getz GLE,2006,90000,5.0
1260,1261,Maruti Ciaz VDi Plus SHVS,2015,650000,5.0
1261,1262,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,7.0
1262,1263,Chevrolet Aveo U-VA 1.2 LS,2010,125000,5.0
1263,1264,Hyundai Getz GLE,2006,81000,5.0
1264,1265,Maruti Swift Glam,2007,170000,5.0
1265,1266,Honda City 1.5 EXI,2002,81000,5.0
1266,1267,Maruti Alto LX,2005,95000,5.0
1267,1268,Tata Nano Cx BSIV,2010,55000,4.0
1268,1269,Renault Lodgy World Edition 110PS,2017,880000,8.0
1269,1270,Renault KWID RXL,2015,200000,5.0
1270,1271,Maruti Wagon R VXI 1.2,2019,480000,5.0
1271,1272,Mahindra Bolero 2011-2019 Plus AC,2013,480000,9.0
1272,1273,Hyundai i20 1.2 Asta,2018,700000,5.0
1273,1274,Honda BRV i-DTEC V MT,2016,850000,7.0
1274,1275,Tata Indigo CR4,2012,300000,5.0
1275,1276,Hyundai i20 1.2 Asta Option,2017,650000,5.0
1276,1277,Maruti Ritz VXI,2010,220000,5.0
1277,1278,Tata Indigo CS LS (TDI) BS-III,2014,300000,5.0
1278,1279,Maruti Swift Dzire VDI,2014,450000,5.0
1279,1280,Maruti Swift VDI BSIV,2014,400000,5.0
1280,1281,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,5.0
1281,1282,Tata Manza Aura Quadrajet,2010,190000,5.0
1282,1283,Ford Fiesta 1.4 Duratec EXI,2006,140000,5.0
1283,1284,Hyundai i20 Active S Diesel,2018,800000,5.0
1284,1285,Mahindra Scorpio LX 2.6 Turbo,2007,229999,7.0
1285,1286,Tata Safari DICOR 2.2 EX 4x2,2011,300000,7.0
1286,1287,Volkswagen Vento Diesel Highline,2011,375000,5.0
1287,1288,Chevrolet Beat LT,2010,140000,5.0
1288,1289,Maruti Alto LX,2004,60000,5.0
1289,1290,Hyundai Xcent 1.1 CRDi S Option,2014,420000,5.0
1290,1291,Renault Pulse RxZ,2012,300000,5.0
1291,1292,Tata Indica Vista Quadrajet VX,2012,150000,5.0
1292,1293,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,5.0
1293,1294,Ford Figo Diesel Titanium,2011,204999,5.0
1294,1295,Hyundai Xcent 1.2 CRDi SX,2017,625000,5.0
1295,1296,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,5.0
1296,1297,Hyundai Santa Fe 2WD AT,2014,1050000,7.0
1297,1298,Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,5.0
1298,1299,Tata New Safari DICOR 2.2 EX 4x2,2010,535000,7.0
1299,1300,Honda Accord 2.4 AT,2009,400000,5.0
1300,1301,Maruti Swift AMT VXI,2019,610000,5.0
1301,1302,Maruti Swift Dzire VDI,2014,509999,5.0
1302,1303,Tata Safari Storme VX,2014,521000,7.0
1303,1304,Maruti Swift Dzire VDI,2014,511000,5.0
1304,1305,Hyundai i20 Sportz 1.4 CRDi,2014,451000,5.0
1305,1306,Hyundai i10 Sportz,2009,170000,5.0
1306,1307,Maruti Swift Dzire VDI,2013,450000,5.0
1307,1308,Honda City 1.5 V Elegance,2011,375000,5.0
1308,1309,Maruti Alto 800 LXI,2016,305000,5.0
1309,1310,Renault KWID RXT,2016,315000,5.0
1310,1311,Chevrolet Sail 1.3 LS,2016,250000,5.0
1311,1312,Ford Figo Diesel EXI,2012,200000,5.0
1312,1313,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,5.0
1313,1314,Renault Duster 110PS Diesel RxL,2012,400000,5.0
1314,1315,Maruti Swift ZDi,2014,509999,5.0
1315,1316,Honda Civic 1.8 V MT,2008,375000,5.0
1316,1317,Maruti Wagon R LXI,2005,150000,5.0
1317,1318,Maruti Wagon R AX,2006,75000,5.0
1318,1319,Hyundai Verna 1.4 VTVT,2015,465000,5.0
1319,1320,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,5.0
1320,1321,Mahindra Scorpio 1.99 S10,2015,950000,7.0
1321,1322,Hyundai i20 1.2 Asta,2017,610000,5.0
1322,1323,Hyundai Santro GS zipDrive - Euro II,2004,60000,
1323,1324,Maruti Alto 800 LXI,2014,235000,5.0
1324,1325,Maruti Eeco 5 Seater AC BSIV,2017,330000,5.0
1325,1326,Nissan Terrano XE 85 PS,2014,472000,5.0
1326,1327,Maruti Swift VXI,2019,585000,5.0
1327,1328,Mahindra Supro LX 8 Str,2018,500000,8.0
1328,1329,Maruti Alto K10 VXI,2019,360000,5.0
1329,1330,Maruti Swift Dzire VDI,2016,649000,5.0
1330,1331,Maruti Omni MPI CARGO BSIV,2017,200000,5.0
1331,1332,Maruti Swift 1.3 VXi,2008,240000,
1332,1333,Hyundai Grand i10 CRDi Magna,2014,400000,5.0
1333,1334,Maruti Celerio VDi,2015,250000,5.0
1334,1335,Mahindra Marazzo M6,2018,1200000,7.0
1335,1336,Maruti Swift Vdi BSIII,2009,250000,5.0
1336,1337,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,8.0
1337,1338,Mahindra XUV500 W8 2WD,2014,800000,7.0
1338,1339,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,5.0
1339,1340,Hyundai Santro Xing GLS,2010,150000,5.0
1340,1341,Maruti Swift VDI BSIV,2010,315000,
1341,1342,Chevrolet Beat Diesel LT,2012,170000,5.0
1342,1343,Honda Brio Exclusive Edition,2014,335000,5.0
1343,1344,Hyundai Grand i10 AT Asta,2015,465000,5.0
1344,1345,Renault Duster 110PS Diesel RxL,2013,360000,5.0
1345,1346,Hyundai Xcent 1.2 CRDi SX,2018,570000,5.0
1346,1347,Renault Duster 110PS Diesel RxZ,2012,350000,5.0
1347,1348,Mahindra Ingenio CRDe,2017,600000,
1348,1349,Maruti Ertiga BSIV VXI,2017,700000,7.0
1349,1350,Renault Duster 110PS Diesel RxZ,2012,375000,5.0
1350,1351,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,5.0
1351,1352,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,5.0
1352,1353,Volkswagen Vento Diesel Comfortline,2011,260000,5.0
1353,1354,Maruti Alto LXi BSIII,2009,130000,5.0
1354,1355,Tata New Safari DICOR 2.2 EX 4x2,2008,150000,7.0
1355,1356,Hyundai Santro Xing GLS,2014,220000,5.0
1356,1357,Hyundai i10 Magna 1.2 iTech SE,2014,275000,5.0
1357,1358,Maruti Swift LDI Optional,2017,455000,5.0
1358,1359,Hyundai i20 1.2 Magna Executive,2017,570000,5.0
1359,1360,Volkswagen Vento Diesel Highline,2013,330000,5.0
1360,1361,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,7.0
1361,1362,Maruti Ertiga ZDI,2012,450000,7.0
1362,1363,Hyundai EON Magna Plus,2014,250000,5.0
1363,1364,Hyundai i10 Sportz,2010,165000,5.0
1364,1365,Mahindra Ssangyong Rexton RX7,2013,800000,7.0
1365,1366,Honda Jazz 1.2 V i VTEC,2018,680000,5.0
1366,1367,Tata Tigor 1.2 Revotron XZA,2017,525000,5.0
1367,1368,Honda City 1.5 V MT Sunroof,2016,825000,5.0
1368,1369,Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,5.0
1369,1370,Mahindra Scorpio S4 Plus,2017,950000,7.0
1370,1371,Mahindra Scorpio S4 Plus 4WD,2017,950000,7.0
1371,1372,Hyundai i20 1.4 CRDi Magna,2017,675000,5.0
1372,1373,Tata Tiago XT,2019,490000,5.0
1373,1374,Mahindra TUV 300 T4 Plus,2018,775000,7.0
1374,1375,Honda City 1.5 V MT,2009,350000,5.0
1375,1376,Honda Brio S MT,2016,475000,5.0
1376,1377,Mahindra Scorpio S4 7 Seater,2017,950000,7.0
1377,1378,Honda City i-VTEC S,2010,350000,5.0
1378,1379,Maruti Wagon R VXI,2016,400000,5.0
1379,1380,Maruti 800 DX 5 Speed,2001,75000,4.0
1380,1381,Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,5.0
1381,1382,Maruti Wagon R VXI,2008,175000,5.0
1382,1383,Mahindra Bolero 2011-2019 SLE,2014,570000,7.0
1383,1384,Renault Duster 110PS Diesel RxZ,2013,525000,5.0
1384,1385,Hyundai i10 Magna 1.2 iTech SE,2012,270000,5.0
1385,1386,Hyundai Santro Magna,2019,434999,5.0
1386,1387,Hyundai i20 Asta Option 1.2,2015,495000,5.0
1387,1388,Hyundai i20 Asta Option 1.4 CRDi,2016,575000,5.0
1388,1389,Hyundai Xcent 1.2 VTVT S,2017,600000,5.0
1389,1390,Hyundai Verna 1.6 VTVT S Option,2015,700000,5.0
1390,1391,Honda City i DTec V,2014,560000,5.0
1391,1392,Maruti Swift VDI BSIV W ABS,2016,565000,
1392,1393,Mahindra Bolero DI AC BSIII,2005,250000,7.0
1393,1394,Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,5.0
1394,1395,Nissan Terrano XL D Option,2016,495000,5.0
1395,1396,Hyundai Elite i20 Petrol Asta,2014,470000,5.0
1396,1397,Honda Amaze S Diesel,2013,350000,5.0
1397,1398,Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,8.0
1398,1399,Honda Jazz 1.2 S i VTEC,2015,480000,5.0
1399,1400,Toyota Etios Liva 1.4 GD,2013,270000,5.0
1400,1401,Mahindra Bolero B2,2018,660000,7.0
1401,1402,Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,5.0
1402,1403,Maruti Vitara Brezza ZDi Plus,2017,800000,5.0
1403,1404,Nissan Sunny XV,2011,350000,5.0
1404,1405,Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,5.0
1405,1406,Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,5.0
1406,1407,Maruti Swift Dzire VDi,2012,400000,5.0
1407,1408,Nissan Sunny XV,2011,250000,5.0
1408,1409,Fiat Linea Emotion (Diesel),2010,190000,5.0
1409,1410,Maruti Alto LX,2010,125000,5.0
1410,1411,Jeep Compass 2.0 Limited 4X4,2017,1950000,5.0
1411,1412,Audi Q5 2.0 TDI,2011,1300000,5.0
1412,1413,Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,8.0
1413,1414,Maruti Wagon R VXI BS IV,2015,335000,5.0
1414,1415,Maruti Wagon R LXI Minor,2009,114999,5.0
1415,1416,Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,5.0
1416,1417,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,5.0
1417,1418,Hyundai Verna 1.6 SX,2012,395000,5.0
1418,1419,Maruti Swift Dzire VDI,2015,500000,5.0
1419,1420,Hyundai EON Era Plus,2014,220000,5.0
1420,1421,Ford Figo Diesel Celebration Edition,2013,240000,5.0
1421,1422,Hyundai i20 1.4 CRDi Asta,2010,215000,5.0
1422,1423,Maruti Swift VDI,2012,400000,5.0
1423,1424,Maruti Zen Estilo VXI BSIV,2012,191000,5.0
1424,1425,Mahindra Xylo D4 BSIII,2013,351000,8.0
1425,1426,Tata Nano XTA,2015,250000,4.0
1426,1427,Hyundai Verna CRDi SX ABS,2009,210000,5.0
1427,1428,Toyota Etios VX,2011,300000,5.0
1428,1429,Ford Figo Aspire 1.5 TDCi Trend,2017,700000,5.0
1429,1430,Hyundai Sonata CRDi M/T,2010,500000,5.0
1430,1431,Maruti 800 AC BSIII,2002,120000,4.0
1431,1432,Hyundai Elite i20 Asta Option Diesel,2019,850000,5.0
1432,1433,Mahindra Jeep CL 500 MDI,1994,120000,
1433,1434,Honda WR-V i-DTEC VX,2017,770000,5.0
1434,1435,Honda Civic 1.8 S MT,2007,245000,5.0
1435,1436,Maruti Alto K10 2010-2014 VXI,2012,250000,5.0
1436,1437,Hyundai i20 Active SX Diesel,2016,651000,5.0
1437,1438,Honda City V MT,2013,480000,5.0
1438,1439,Maruti Swift VDI BSIV,2015,470000,5.0
1439,1440,Honda Jazz 1.5 V i DTEC,2016,500000,5.0
1440,1441,BMW X1 sDrive20d M Sport,2011,1075000,5.0
1441,1442,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,5.0
1442,1443,Maruti Swift Dzire VDI Optional,2017,589000,
1443,1444,Maruti Swift Dzire VDI Optional,2017,589000,
1444,1445,Maruti Ignis 1.2 Delta BSIV,2018,480000,5.0
1445,1446,Maruti Swift ZDI Plus,2013,450000,5.0
1446,1447,Maruti Vitara Brezza VDi Option,2018,770000,5.0
1447,1448,Mahindra Bolero B4,2015,445000,7.0
1448,1449,Hyundai i20 1.2 Asta Option,2018,700000,5.0
1449,1450,Maruti Ertiga ZDI,2014,560000,7.0
1450,1451,Ford Ecosport Sports Diesel,2013,475000,5.0
1451,1452,Honda Amaze E Diesel BSIV,2014,465000,5.0
1452,1453,Maruti Swift Dzire Tour LDI,2017,520000,5.0
1453,1454,Tata Manza Aura Safire,2011,225000,5.0
1454,1455,Maruti Ertiga ZXI,2015,700000,7.0
1455,1456,Maruti Vitara Brezza VDi,2017,780000,5.0
1456,1457,Honda City 2017-2020 GXi,2006,93150,5.0
1457,1458,Mahindra Quanto C4,2016,403000,7.0
1458,1459,Hyundai i10 Era,2009,229999,5.0
1459,1460,Maruti Swift Dzire VDI,2016,525000,5.0
1460,1461,Maruti Ertiga VXI,2014,560000,7.0
1461,1462,Mahindra XUV500 W7,2020,830000,7.0
1462,1463,Maruti Ritz VDi,2011,250000,5.0
1463,1464,Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,9.0
1464,1465,Mahindra Scorpio 1.99 S4,2016,745000,7.0
1465,1466,Ford Figo Diesel Titanium,2010,144000,5.0
1466,1467,Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,5.0
1467,1468,Tata New Safari DICOR 2.2 EX 4x2,2008,300000,7.0
1468,1469,Maruti 800 DX,1999,52000,4.0
1469,1470,Mahindra Scorpio 2.6 CRDe,2003,300000,8.0
1470,1471,Mahindra Bolero DI DX 7 Seater,2009,270000,7.0
1471,1472,Chevrolet Sail LT ABS,2014,260000,5.0
1472,1473,Toyota Etios GD,2015,475000,5.0
1473,1474,Ford Figo Diesel Titanium,2011,302000,5.0
1474,1475,Maruti 800 AC,1994,45000,4.0
1475,1476,Maruti Vitara Brezza VDi Option,2017,775000,5.0
1476,1477,Maruti Ertiga VDI,2015,700000,7.0
1477,1478,Maruti Swift VDI BSIV,2014,530000,5.0
1478,1479,Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,5.0
1479,1480,Hyundai Elantra CRDi,2006,155000,5.0
1480,1481,Tata Tiago 1.2 Revotron XZA,2019,550000,5.0
1481,1482,Maruti Swift Dzire VDI,2016,600000,5.0
1482,1483,Maruti Swift Dzire VDi,2012,430000,5.0
1483,1484,Tata Manza Aura (ABS) Quadrajet,2010,246000,5.0
1484,1485,Maruti Zen VXi - BS III,2003,120000,5.0
1485,1486,Hyundai i20 Asta 1.2,2014,565000,5.0
1486,1487,Hyundai Elite i20 Asta Option Diesel,2018,850000,5.0
1487,1488,Maruti Alto LXi BSIII,2006,160000,5.0
1488,1489,Fiat Linea Classic Plus 1.3 Multijet,2014,325000,5.0
1489,1490,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,450000,8.0
1490,1491,Hyundai i10 Sportz 1.1L,2015,310000,5.0
1491,1492,Honda Amaze S i-Dtech,2013,250000,5.0
1492,1493,Maruti Swift Dzire LDI,2015,420000,5.0
1493,1494,Hyundai i20 Sportz AT 1.4,2013,330000,5.0
1494,1495,Maruti Swift VXI Optional,2015,405000,5.0
1495,1496,Mahindra Bolero 2011-2019 ZLX,2013,400000,7.0
1496,1497,Honda City V AT,2010,409999,5.0
1497,1498,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,7.0
1498,1499,Mahindra XUV500 W8 4WD,2011,590000,7.0
1499,1500,Hyundai Santro Xing XS eRLX Euro III,2006,80000,
1500,1501,Hyundai i10 Era,2007,135000,5.0
1501,1502,Maruti Wagon R LXI,2004,70000,5.0
1502,1503,Maruti 800 Std BSII,2004,45000,4.0
1503,1504,Maruti Swift Dzire VDI,2018,650000,5.0
1504,1505,Maruti Wagon R VXI Optional,2018,400000,5.0
1505,1506,Maruti Alto K10 VXI,2017,350000,5.0
1506,1507,Hyundai Grand i10 1.2 CRDi Asta,2017,550000,5.0
1507,1508,Maruti Wagon R LXI Optional,2016,350000,5.0
1508,1509,Maruti Swift Dzire LDI Optional,2015,459999,5.0
1509,1510,Maruti Alto LXi,2012,185000,5.0
1510,1511,Volkswagen Polo Diesel Highline 1.2L,2013,550000,5.0
1511,1512,Maruti Wagon R Duo Lxi,2012,300000,5.0
1512,1513,Maruti Omni E 8 Str STD,2012,175000,
1513,1514,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,900000,8.0
1514,1515,Honda BR-V i-DTEC S MT,2016,900000,7.0
1515,1516,Mahindra Bolero 2011-2019 Plus AC,2012,550000,9.0
1516,1517,Maruti Baleno Zeta 1.2,2018,625000,5.0
1517,1518,Maruti Alto 800 VXI,2017,310000,5.0
1518,1519,Maruti Swift DDiS LDI,2017,500000,5.0
1519,1520,Hyundai Grand i10 CRDi Sportz,2016,610000,5.0
1520,1521,Tata Indigo CS LX (TDI) BS III,2012,150000,5.0
1521,1522,Hyundai Xcent 1.1 CRDi SX Option,2015,480000,5.0
1522,1523,Hyundai i20 1.2 Asta Option,2017,650000,5.0
1523,1524,Hyundai i20 1.4 CRDi Magna,2012,290000,5.0
1524,1525,Maruti Alto 800 LXI,2017,300000,5.0
1525,1526,Maruti Swift Dzire VDi,2010,270000,5.0
1526,1527,Hyundai Xcent 1.1 CRDi S,2015,400000,5.0
1527,1528,Maruti Alto 800 LX,2015,280000,5.0
1528,1529,Maruti Swift Dzire VXi,2009,250000,5.0
1529,1530,Maruti Swift Dzire VDi,2012,495000,5.0
1530,1531,Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000,7.0
1531,1532,Honda Amaze V Petrol BSIV,2019,700000,5.0
1532,1533,Tata Indigo eCS VX BSIV,2013,310000,5.0
1533,1534,Renault Duster 85PS Diesel RxE,2017,650000,5.0
1534,1535,Honda Jazz 1.2 V AT i VTEC,2015,600000,5.0
1535,1536,Tata New Safari DICOR 2.2 EX 4x2,2009,150000,7.0
1536,1537,Mahindra Renault Logan 1.4 GLX Petrol,2009,135000,5.0
1537,1538,Maruti Swift Dzire VDI,2014,650000,5.0
1538,1539,Honda City V MT,2012,550000,5.0
1539,1540,Maruti Swift Dzire VDI,2017,650000,5.0
1540,1541,Toyota Fortuner 2.8 2WD AT BSIV,2018,2900000,7.0
1541,1542,Honda Brio 1.2 VX MT,2017,450000,5.0
1542,1543,Maruti Ciaz VXi Plus,2015,650000,5.0
1543,1544,Hyundai Grand i10 1.2 Kappa Era,2017,430000,5.0
1544,1545,Hyundai Creta 1.6 CRDi AT S Plus,2017,1143000,5.0
1545,1546,Maruti Swift AMT ZXI Plus BSIV,2019,700000,5.0
1546,1547,Maruti Ritz VXi,2011,229999,5.0
1547,1548,Mahindra TUV 300 T4,2017,509999,7.0
1548,1549,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,670000,5.0
1549,1550,Tata Tiago 1.2 Revotron XZA,2019,525000,5.0
1550,1551,Renault Duster 85PS Diesel RxE,2016,515000,5.0
1551,1552,Maruti Baleno Delta,2020,630000,5.0
1552,1553,Datsun RediGO A,2019,270000,5.0
1553,1554,Maruti Alto 800 LXI,2016,300000,5.0
1554,1555,Mahindra Xylo D2 BSIV,2012,250000,8.0
1555,1556,Maruti Alto LX,2005,90000,5.0
1556,1557,Maruti Ertiga SHVS ZDI Plus,2017,750000,7.0
1557,1558,Maruti Wagon R LXI Minor,2009,135000,5.0
1558,1559,Maruti Eeco Smiles 5 Seater AC,2013,275000,5.0
1559,1560,Tata Nexon 1.2 Revotron XM,2018,740000,5.0
1560,1561,Honda Amaze S i-VTEC,2019,690000,5.0
1561,1562,Audi Q5 35TDI Premium Plus,2018,3975000,5.0
1562,1563,Lexus ES 300h,2019,5150000,5.0
1563,1564,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,5.0
1564,1565,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,5.0
1565,1566,Toyota Yaris V BSIV,2018,1000000,5.0
1566,1567,Toyota Yaris V BSIV,2018,1000000,5.0
1567,1568,Hyundai Grand i10 Nios Sportz,2019,550000,5.0
1568,1569,Maruti Baleno Alpha,2016,600000,5.0
1569,1570,Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,5.0
1570,1571,Nissan Kicks XV BSIV,2019,950000,5.0
1571,1572,Honda City i VTEC V,2017,850000,5.0
1572,1573,Toyota Camry 2.5 Hybrid,2016,2000000,5.0
1573,1574,Toyota Corolla Altis 1.8 VL AT,2012,550000,5.0
1574,1575,Maruti Ciaz 1.3 Alpha,2018,925000,5.0
1575,1576,Ford Ecosport 1.5 Ti VCT AT Titanium,2015,625000,5.0
1576,1577,Maruti Alto 800 LXI,2014,200000,5.0
1577,1578,Honda City i VTEC CVT VX,2014,635000,5.0
1578,1579,Honda Jazz VX,2016,550000,5.0
1579,1580,Maruti SX4 VDI,2014,425000,5.0
1580,1581,Maruti Wagon R VXI BS IV,2011,220000,5.0
1581,1582,Hyundai Grand i10 1.2 Kappa Asta,2018,590000,5.0
1582,1583,Mahindra Thar CRDe,2017,775000,6.0
1583,1584,Maruti Ritz VXi,2015,350000,5.0
1584,1585,Maruti Baleno Delta 1.2,2018,575000,5.0
1585,1586,Nissan Micra XL,2011,200000,5.0
1586,1587,Tata Hexa XT,2018,1575000,7.0
1587,1588,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,5.0
1588,1589,Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,7.0
1589,1590,Tata Indigo eCS LS TDI BSIII,2012,158000,5.0
1590,1591,Tata Hexa XT,2018,1575000,7.0
1591,1592,Hyundai Xcent 1.2 VTVT S AT,2017,580000,5.0
1592,1593,Mahindra Bolero 2011-2019 SLX,2012,420000,7.0
1593,1594,Mahindra Marazzo M6 8Str,2018,1200000,8.0
1594,1595,Renault KWID 1.0 RXT Optional,2018,350000,5.0
1595,1596,Honda City i VTEC VX,2014,650000,5.0
1596,1597,Maruti Wagon R VXI BS IV,2017,400000,5.0
1597,1598,Tata Nexon 1.5 Revotorq XM,2018,700000,5.0
1598,1599,Hyundai Xcent 1.2 Kappa SX,2017,520000,5.0
1599,1600,Mahindra Scorpio LX BSIV,2012,450000,9.0
1600,1601,Tata Safari Storme EX,2017,850000,7.0
1601,1602,Renault KWID RXT,2017,350000,5.0
1602,1603,Mahindra Xylo D2,2011,450000,8.0
1603,1604,Hyundai i10 Era,2008,165000,5.0
1604,1605,Hyundai Santro Xing GLS,2010,160000,5.0
1605,1606,Tata New Safari DICOR 2.2 EX 4x4,2011,300000,7.0
1606,1607,Mahindra Scorpio VLX 2WD BSIV,2012,550000,8.0
1607,1608,Maruti Alto K10 VXI,2015,285000,5.0
1608,1609,Hyundai Creta 1.6 CRDi SX,2016,850000,5.0
1609,1610,Ford Freestyle Titanium Petrol BSIV,2018,700000,5.0
1610,1611,Maruti Ertiga ZXI Plus Petrol,2018,900000,7.0
1611,1612,Maruti Alto LXi BSIII,2005,180000,5.0
1612,1613,Hyundai EON D Lite Plus Option,2016,220000,5.0
1613,1614,Tata Indica Vista Quadrajet LS,2013,120000,5.0
1614,1615,Hyundai i20 Asta Optional With Sunroof 1.2,2010,220000,5.0
1615,1616,Chevrolet Sail Hatchback LS ABS,2013,420000,5.0
1616,1617,Tata Indica Vista TDI LS,2013,160000,5.0
1617,1618,Hyundai EON Era Plus,2015,250000,5.0
1618,1619,Maruti Ertiga ZDI,2013,385000,7.0
1619,1620,Maruti Wagon R VXI BS IV with ABS,2014,318000,5.0
1620,1621,Hyundai Xcent 1.2 VTVT S,2018,480000,5.0
1621,1622,Maruti Celerio VXI,2015,330000,5.0
1622,1623,Tata Indica Vista Aqua 1.4 TDI,2011,152000,5.0
1623,1624,Maruti Alto 800 LXI,2014,250000,5.0
1624,1625,Tata Indica Vista Aqua 1.4 TDI,2011,248000,5.0
1625,1626,Nissan Micra XV,2011,300000,5.0
1626,1627,Hyundai i20 1.2 Spotz,2017,550000,5.0
1627,1628,Hyundai i20 Sportz 1.4 CRDi,2016,650000,5.0
1628,1629,Hyundai Grand i10 Magna,2017,445000,5.0
1629,1630,Toyota Innova 2.5 V Diesel 7-seater,2010,450000,7.0
1630,1631,Mahindra NuvoSport N8,2016,600000,7.0
1631,1632,Renault Duster Adventure Edition,2014,495000,5.0
1632,1633,Maruti SX4 ZXI AT,2011,220000,5.0
1633,1634,Maruti SX4 ZXI AT,2011,260000,5.0
1634,1635,Hyundai Santro Xing GLS,2009,150000,5.0
1635,1636,Ford Figo Diesel Titanium,2011,200000,5.0
1636,1637,Mahindra Scorpio S11 BSIV,2018,1465000,7.0
1637,1638,Toyota Etios Liva GD,2012,285000,
1638,1639,Honda Civic Hybrid,2008,250000,5.0
1639,1640,Mahindra Xylo D4,2014,310000,7.0
1640,1641,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,600000,8.0
1641,1642,Maruti Baleno Delta 1.2,2018,560000,5.0
1642,1643,Maruti Swift Dzire VXI,2016,500000,5.0
1643,1644,Hyundai Grand i10 CRDi Asta Option,2013,270000,5.0
1644,1645,Hyundai Verna 1.6 SX,2013,420000,5.0
1645,1646,Maruti Swift Dzire LXI,2015,434999,5.0
1646,1647,Hyundai Xcent 1.2 Kappa AT S Option,2015,400000,5.0
1647,1648,Maruti Swift Dzire VDI,2015,470000,5.0
1648,1649,Nissan Terrano XL 85 PS,2015,480000,5.0
1649,1650,Hyundai Santro Xing GL,2008,105000,5.0
1650,1651,Tata Tiago 1.05 Revotorq XE,2017,325000,5.0
1651,1652,Toyota Etios Liva GD,2012,280000,
1652,1653,Hyundai Grand i10 Nios AMT Sportz,2020,675000,5.0
1653,1654,Hyundai i10 Sportz Option,2009,170000,5.0
1654,1655,Hyundai Creta 1.6 CRDi SX Option,2017,1250000,5.0
1655,1656,Honda Accord 2.4 M/T,2012,600000,5.0
1656,1657,Honda City i DTEC VX,2014,819999,5.0
1657,1658,Hyundai i20 2015-2017 Asta Option 1.2,2016,650000,5.0
1658,1659,Maruti Wagon R LXI DUO BSIII,2007,105000,5.0
1659,1660,Mahindra Renault Logan 1.5 Diesel DLSX,2009,200000,5.0
1660,1661,Tata Indigo CS LX (TDI) BS III,2013,200000,5.0
1661,1662,Maruti Omni E MPI STD BS IV,2016,220000,8.0
1662,1663,Volkswagen Vento 1.6 Highline,2014,500000,5.0
1663,1664,Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,5.0
1664,1665,Tata Tiago 1.2 Revotron XZ,2018,450000,5.0
1665,1666,Chevrolet Optra Magnum 2.0 LT,2008,210000,5.0
1666,1667,Maruti Ritz VDi,2011,270000,5.0
1667,1668,Tata Indica V2 DLS TC,2006,110000,5.0
1668,1669,Maruti Swift Dzire VDI,2015,480000,5.0
1669,1670,Maruti Swift Dzire AMT ZDI,2016,650000,5.0
1670,1671,Maruti Swift Dzire VDI,2013,480000,5.0
1671,1672,Hyundai i20 Asta Option 1.4 CRDi,2016,700000,5.0
1672,1673,Maruti Ertiga VDI,2015,650000,7.0
1673,1674,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,1300000,5.0
1674,1675,Volkswagen Jetta 2.0L TDI Highline AT,2016,1350000,5.0
1675,1676,Volkswagen Vento 1.5 TDI Highline AT,2016,1000000,5.0
1676,1677,Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,5.0
1677,1678,Toyota Yaris V CVT BSIV,2018,1080000,5.0
