,id,name,seller_type,owner,engine
1689,1690,Mahindra Marazzo M8,Individual,First Owner,1497 CC
1690,1691,Tata Nexon 1.5 Revotorq XZ Plus,Individual,First Owner,1497 CC
1691,1692,Datsun GO T Option BSIV,Individual,Second Owner,1198 CC
1692,1693,Ford EcoSport 1.5 TDCi Platinum Edition BSIV,Individual,First Owner,1498 CC
1693,1694,Maruti Swift Dzire ZXI,Individual,First Owner,1197 CC
1694,1695,Hyundai Verna CRDi,Individual,Second Owner,1493 CC
1695,1696,Mahindra TUV 300 T8,Individual,Second Owner,1493 CC
1696,1697,Maruti Ignis 1.2 AMT Delta BSIV,Individual,First Owner,1197 CC
1697,1698,Hyundai i20 Active 1.4 SX,Individual,First Owner,1396 CC
1698,1699,Maruti Swift LXI,Individual,First Owner,1197 CC
1699,1700,Hyundai Santro Xing GLS,Individual,First Owner,1086 CC
1700,1701,Maruti Wagon R VXI BS IV,Individual,First Owner,998 CC
1701,1702,Mahindra TUV 300 T8,Individual,First Owner,1493 CC
1702,1703,Renault KWID RXT,Individual,First Owner,799 CC
1703,1704,Honda Mobilio V i VTEC,Individual,First Owner,1497 CC
1704,1705,Hyundai Verna 1.6 SX,Individual,First Owner,1582 CC
1705,1706,Hyundai EON Era Plus,Individual,First Owner,814 CC
1706,1707,Mahindra XUV500 W6 2WD,Individual,Second Owner,2179 CC
1707,1708,Nissan Terrano XV 110 PS,Individual,Second Owner,1461 CC
1708,1709,Chevrolet Cruze LTZ,Individual,Third Owner,1998 CC
1709,1710,Jaguar XE 2016-2019 2.0L Diesel Prestige,Dealer,First Owner,1999 CC
1710,1711,Lexus ES 300h,Dealer,First Owner,2487 CC
1711,1712,Jaguar XF 2.0 Diesel Portfolio,Dealer,First Owner,1999 CC
1712,1713,Tata Safari Storme EX,Individual,First Owner,2179 CC
1713,1714,Volvo XC40 D4 Inscription BSIV,Individual,First Owner,1969 CC
1714,1715,Toyota Camry 2.5 Hybrid,Trustmark Dealer,First Owner,2494 CC
1715,1716,Maruti Wagon R LXI,Trustmark Dealer,First Owner,998 CC
1716,1717,Maruti Baleno Alpha 1.3,Dealer,First Owner,1248 CC
1717,1718,Honda Jazz VX,Trustmark Dealer,First Owner,1199 CC
1718,1719,Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Second Owner,2494 CC
1719,1720,Maruti Swift AMT VVT VXI,Trustmark Dealer,First Owner,1197 CC
1720,1721,Toyota Etios VX,Trustmark Dealer,First Owner,1496 CC
1721,1722,Maruti Swift AMT ZXI,Dealer,First Owner,1197 CC
1722,1723,Hyundai Grand i10 1.2 CRDi Sportz,Dealer,First Owner,1186 CC
1723,1724,BMW X4 M Sport X xDrive20d,Dealer,First Owner,1995 CC
1724,1725,BMW X4 M Sport X xDrive20d,Dealer,First Owner,1995 CC
1725,1726,Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,First Owner,1199 CC
1726,1727,Skoda Rapid 1.6 MPI AT Elegance,Dealer,First Owner,1598 CC
1727,1728,Volvo V40 D3 R-Design,Dealer,First Owner,1984 CC
1728,1729,Honda City 1.5 V AT,Individual,Second Owner,1497 CC
1729,1730,Toyota Etios Liva 1.2 V Dual Tone,Individual,First Owner,1197 CC
1730,1731,Ford Figo Diesel EXI,Individual,First Owner,1399 CC
1731,1732,Honda Amaze E i-DTEC,Individual,First Owner,1498 CC
1732,1733,Hyundai i20 1.4 CRDi Asta,Individual,Third Owner,1396 CC
1733,1734,Maruti Ertiga SHVS LDI Option,Individual,Second Owner,1248 CC
1734,1735,Maruti Alto 800 VXI,Individual,First Owner,796 CC
1735,1736,Maruti Omni 8 Seater BSII,Individual,Second Owner,796 CC
1736,1737,Hyundai i20 Active S Petrol,Individual,First Owner,1197 CC
1737,1738,Tata Hexa XE,Individual,First Owner,2179 CC
1738,1739,Mahindra Scorpio VLS 2.2 mHawk,Individual,Third Owner,2179 CC
1739,1740,Hyundai Grand i10 Sportz,Individual,First Owner,1197 CC
1740,1741,Tata Zest Quadrajet 1.3 75PS XE,Individual,First Owner,1248 CC
1741,1742,Maruti Alto K10 2010-2014 VXI,Individual,Second Owner,998 CC
1742,1743,Maruti Alto LXi,Individual,Second Owner,796 CC
1743,1744,Tata Nexon 1.5 Revotorq XE,Individual,First Owner,1497 CC
1744,1745,Volkswagen Ameo 1.5 TDI Comfortline,Individual,First Owner,1498 CC
1745,1746,Volkswagen Ameo 1.5 TDI Comfortline,Individual,First Owner,1498 CC
1746,1747,Mahindra KUV 100 mFALCON D75 K6 Plus,Individual,First Owner,1198 CC
1747,1748,Maruti Swift VDI BSIV W ABS,Individual,Second Owner,
1748,1749,Toyota Fortuner 2.8 4WD AT BSIV,Individual,First Owner,2755 CC
1749,1750,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
1750,1751,Honda WR-V i-VTEC VX,Individual,First Owner,1199 CC
1751,1752,Maruti Ertiga SHVS ZDI Plus,Individual,First Owner,1248 CC
1752,1753,Mahindra XUV500 W10 2WD,Individual,First Owner,2179 CC
1753,1754,Mitsubishi Pajero 2.8 SFX BSIII Single Tone,Individual,Second Owner,2835 CC
1754,1755,Hyundai i20 1.4 CRDi Sportz,Individual,First Owner,1396 CC
1755,1756,Toyota Innova 2.5 G (Diesel) 8 Seater,Individual,Second Owner,2494 CC
1756,1757,Hyundai i20 Sportz 1.2,Individual,First Owner,1197 CC
1757,1758,Tata New Safari DICOR 2.2 VX 4x2 BS IV,Individual,First Owner,2179 CC
1758,1759,Ford Figo 1.5D Trend MT,Individual,First Owner,1498 CC
1759,1760,Maruti Ertiga VXI,Individual,First Owner,1373 CC
1760,1761,Hyundai Verna Xi (Petrol),Individual,Fourth & Above Owner,1599 CC
1761,1762,Hyundai Xcent 1.2 VTVT E,Individual,First Owner,1197 CC
1762,1763,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Individual,Second Owner,2494 CC
1763,1764,Chevrolet Cruze LTZ,Individual,Third Owner,1991 CC
1764,1765,Toyota Etios GD,Individual,Second Owner,1364 CC
1765,1766,Ford Figo Diesel Titanium,Individual,Second Owner,1399 CC
1766,1767,Hyundai Xcent 1.2 VTVT S,Individual,First Owner,1197 CC
1767,1768,Jeep Compass 2.0 Longitude Option BSIV,Individual,First Owner,1956 CC
1768,1769,Ford Aspire Titanium BSIV,Dealer,First Owner,1194 CC
1769,1770,Chevrolet Sail 1.2 LS ABS,Individual,First Owner,1199 CC
1770,1771,Tata Indigo LX,Individual,First Owner,1405 CC
1771,1772,Hyundai i20 1.2 Spotz,Individual,First Owner,1197 CC
1772,1773,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
1773,1774,Hyundai EON Magna Plus,Individual,First Owner,814 CC
1774,1775,Honda City i VTEC V,Individual,First Owner,1497 CC
1775,1776,Maruti 800 AC,Individual,Second Owner,796 CC
1776,1777,Ford Figo Aspire 1.5 TDCi Ambiente,Individual,First Owner,1498 CC
1777,1778,Maruti Ritz VDi,Individual,Second Owner,1248 CC
1778,1779,Maruti Wagon R VXI BS IV,Individual,Second Owner,998 CC
1779,1780,Hyundai Verna 1.6 CRDI,Individual,Third Owner,1582 CC
1780,1781,Hyundai i20 1.4 CRDi Magna,Individual,Second Owner,1396 CC
1781,1782,Chevrolet Spark 1.0 LS,Individual,First Owner,995 CC
1782,1783,Volkswagen Polo Petrol Comfortline 1.2L,Individual,Fourth & Above Owner,1198 CC
1783,1784,Ford Classic 1.4 Duratorq Titanium,Dealer,First Owner,1399 CC
1784,1785,Ford Figo Diesel Celebration Edition,Individual,Second Owner,1399 CC
1785,1786,Maruti Swift 1.3 VXi,Individual,Third Owner,
1786,1787,Mahindra Scorpio M2DI,Individual,Fourth & Above Owner,2179 CC
1787,1788,Maruti Ciaz AT ZXi,Individual,First Owner,1373 CC
1788,1789,Renault Duster 4x4,Individual,Second Owner,1461 CC
1789,1790,Maruti Swift VDI,Individual,Third Owner,1248 CC
1790,1791,Hyundai Verna Transform VTVT,Individual,Second Owner,1599 CC
1791,1792,Mahindra Scorpio 1.99 S6 Plus,Individual,Second Owner,1997 CC
1792,1793,Maruti Swift Dzire LXI 1.2 BS IV,Individual,First Owner,1197 CC
1793,1794,Hyundai Verna 1.6 VTVT SX,Individual,First Owner,1591 CC
1794,1795,Hyundai Creta 1.6 CRDi SX Option,Individual,Second Owner,1582 CC
1795,1796,Chevrolet Optra Magnum 2.0 LS BSIII,Individual,Third Owner,1991 CC
1796,1797,Toyota Innova 2.5 VX (Diesel) 7 Seater,Individual,Second Owner,2494 CC
1797,1798,Datsun GO Plus A,Individual,First Owner,1198 CC
1798,1799,Maruti Swift Dzire VXI,Individual,First Owner,1197 CC
1799,1800,Skoda Rapid 1.5 TDI AT Ambition Plus,Individual,Second Owner,1498 CC
1800,1801,Renault KWID RXT,Individual,First Owner,799 CC
1801,1802,Maruti Alto 800 LXI,Individual,Second Owner,796 CC
1802,1803,Chevrolet Enjoy TCDi LS 8 Seater,Individual,Second Owner,1248 CC
1803,1804,Hyundai Grand i10 Magna,Individual,First Owner,1197 CC
1804,1805,Chevrolet Beat Diesel LT Option,Individual,Second Owner,936 CC
1805,1806,Hyundai Elite i20 Magna Plus BSIV,Individual,First Owner,1197 CC
1806,1807,Maruti 800 AC BSIII,Individual,Second Owner,796 CC
1807,1808,Tata New Safari 4X2,Individual,Second Owner,2092 CC
1808,1809,Chevrolet Spark 1.0 LT,Individual,Second Owner,995 CC
1809,1810,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Individual,Second Owner,
1810,1811,Mahindra XUV500 W6 2WD,Individual,First Owner,2179 CC
1811,1812,Maruti Alto LX,Individual,Third Owner,796 CC
1812,1813,Maruti Swift Dzire LDi,Individual,Second Owner,1248 CC
1813,1814,Chevrolet Spark 1.0 LT,Individual,Second Owner,995 CC
1814,1815,Maruti Wagon R VXI Optional,Individual,First Owner,998 CC
1815,1816,Mahindra Jeep MM 540,Individual,Third Owner,
1816,1817,Mercedes-Benz E-Class E270 CDI,Individual,Second Owner,2987 CC
1817,1818,Maruti Alto K10 Knightracer,Individual,First Owner,998 CC
1818,1819,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,Individual,First Owner,2523 CC
1819,1820,Renault KWID 1.0 RXT 02 Anniversary Edition,Individual,First Owner,999 CC
1820,1821,Mahindra Bolero 2011-2019 DI NON AC BS III White,Individual,First Owner,2523 CC
1821,1822,Toyota Fortuner 2.8 4WD MT BSIV,Individual,First Owner,2755 CC
1822,1823,Tata Indica V2 DLE BSIII,Individual,First Owner,1396 CC
1823,1824,Mahindra Quanto C2,Individual,First Owner,1493 CC
1824,1825,Tata Indigo V BSIII,Individual,First Owner,1405 CC
1825,1826,Hyundai EON Magna Plus,Individual,First Owner,814 CC
1826,1827,Mahindra Bolero 2011-2019 SLE BSIII,Individual,First Owner,2523 CC
1827,1828,Ford Endeavour 3.0L 4X4 AT,Individual,Second Owner,2953 CC
1828,1829,Volvo XC40 D4 Inscription BSIV,Individual,First Owner,1969 CC
1829,1830,Volkswagen Jetta 1.6 Trendline,Individual,Second Owner,1595 CC
1830,1831,Ford Endeavour 3.2 Titanium AT 4X4,Individual,First Owner,3198 CC
1831,1832,Tata Indigo eCS VX BSIV,Individual,First Owner,1396 CC
1832,1833,Honda Amaze V Petrol BSIV,Individual,First Owner,1199 CC
1833,1834,Tata Indigo CS eLX BS IV,Individual,First Owner,1396 CC
1834,1835,Toyota Fortuner 2.8 4WD AT BSIV,Individual,First Owner,2755 CC
1835,1836,Mahindra XUV500 W10 1.99 mHawk,Individual,First Owner,1997 CC
1836,1837,Ford Figo 1.5P Titanium AT,Individual,First Owner,1499 CC
1837,1838,Tata Manza ELAN Quadrajet BS III,Individual,First Owner,1248 CC
1838,1839,Tata Manza Aura (ABS) Quadrajet BS IV,Individual,First Owner,1248 CC
1839,1840,Mahindra Scorpio VLX 2WD BSIII,Individual,Second Owner,2179 CC
1840,1841,Tata Indigo CS eLS BS IV,Individual,First Owner,1396 CC
1841,1842,Tata Indigo eCS LX BSIV,Individual,Second Owner,1396 CC
1842,1843,Maruti Omni E MPI STD BS IV,Individual,First Owner,796 CC
1843,1844,Hyundai Creta 1.4 CRDi S,Individual,First Owner,1396 CC
1844,1845,Tata Manza Club Class Quadrajet90 LX,Individual,First Owner,1248 CC
1845,1846,Tata Indigo eCS VX BSIV,Individual,First Owner,1396 CC
1846,1847,Hyundai i20 1.2 Asta,Individual,First Owner,1197 CC
1847,1848,Maruti Swift VXI Optional,Individual,First Owner,1197 CC
1848,1849,Tata Indigo CS LX (TDI) BS-III,Individual,First Owner,1405 CC
1849,1850,Honda City i VTEC VX,Individual,First Owner,1497 CC
1850,1851,Tata Tiago 1.2 Revotron XZ,Individual,First Owner,1199 CC
1851,1852,Maruti Eeco 5 Seater AC BSIV,Individual,First Owner,1196 CC
1852,1853,Maruti 800 Std MPFi,Individual,Fourth & Above Owner,796 CC
1853,1854,Nissan Teana XL,Individual,Second Owner,2496 CC
1854,1855,Chevrolet Beat LT,Individual,First Owner,1199 CC
1855,1856,Tata Indica V2 DLS TC,Individual,First Owner,1405 CC
1856,1857,Honda Amaze S i-VTEC,Dealer,First Owner,1198 CC
1857,1858,Audi Q5 35TDI Premium Plus,Dealer,First Owner,1968 CC
1858,1859,Lexus ES 300h,Dealer,First Owner,2487 CC
1859,1860,Jaguar XF 2.0 Diesel Portfolio,Dealer,First Owner,1999 CC
1860,1861,Jeep Wrangler 2016-2019 3.6 4X4,Individual,First Owner,3604 CC
1861,1862,Toyota Yaris V BSIV,Trustmark Dealer,First Owner,1496 CC
1862,1863,Toyota Yaris V BSIV,Trustmark Dealer,First Owner,1496 CC
1863,1864,Toyota Camry 2.5 Hybrid,Trustmark Dealer,First Owner,2494 CC
1864,1865,Maruti Ciaz 1.3 Alpha,Trustmark Dealer,First Owner,1248 CC
1865,1866,Honda Jazz VX,Trustmark Dealer,First Owner,1199 CC
1866,1867,Maruti Wagon R VXI BS IV,Trustmark Dealer,First Owner,998 CC
1867,1868,Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Second Owner,2494 CC
1868,1869,Honda City i VTEC V,Trustmark Dealer,Second Owner,1497 CC
1869,1870,Maruti Baleno Delta,Trustmark Dealer,First Owner,1197 CC
1870,1871,Maruti Vitara Brezza ZDi Plus,Trustmark Dealer,First Owner,1248 CC
1871,1872,BMW X4 M Sport X xDrive20d,Dealer,First Owner,1995 CC
1872,1873,BMW X4 M Sport X xDrive20d,Dealer,First Owner,1995 CC
1873,1874,Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,First Owner,1199 CC
1874,1875,Ford Ecosport 1.5 Petrol Ambiente,Dealer,First Owner,1496 CC
1875,1876,Tata Indigo CS LS (TDI) BS-III,Individual,First Owner,1405 CC
1876,1877,Renault Duster 110PS Diesel RxZ,Individual,First Owner,1461 CC
1877,1878,Ford EcoSport 1.5 Petrol Titanium BSIV,Individual,First Owner,1497 CC
1878,1879,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Individual,Second Owner,1396 CC
1879,1880,Maruti Swift Ldi BSIV,Individual,Third Owner,1248 CC
1880,1881,Skoda Yeti Ambition 4WD,Individual,First Owner,1968 CC
1881,1882,Maruti Ciaz S 1.3,Individual,First Owner,1248 CC
1882,1883,Maruti Zen LX,Individual,Fourth & Above Owner,993 CC
1883,1884,Honda City 2017-2020 GXi,Individual,Second Owner,1497 CC
1884,1885,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
1885,1886,Maruti Zen Estilo LXI BS IV,Individual,First Owner,998 CC
1886,1887,Maruti Alto LXI,Individual,Second Owner,796 CC
1887,1888,Maruti Baleno Delta 1.3,Individual,First Owner,1248 CC
1888,1889,Renault Duster 85PS Diesel RxL Optional,Individual,Second Owner,1461 CC
1889,1890,Maruti Alto LXi,Individual,Fourth & Above Owner,796 CC
1890,1891,Maruti 800 Std MPFi,Individual,Fourth & Above Owner,796 CC
1891,1892,Maruti Alto LX,Individual,Second Owner,796 CC
1892,1893,Maruti Alto Std,Individual,Fourth & Above Owner,796 CC
1893,1894,Hyundai Accent VIVA CRDi,Individual,Third Owner,1493 CC
1894,1895,Mahindra Scorpio 2.6 CRDe,Individual,Third Owner,2179 CC
1895,1896,Hyundai Accent CRDi,Individual,Third Owner,1493 CC
1896,1897,Maruti Ertiga VDI,Individual,Second Owner,1248 CC
1897,1898,Chevrolet Cruze LTZ,Individual,Third Owner,1991 CC
1898,1899,Maruti Swift VXI Optional,Individual,First Owner,1197 CC
1899,1900,Volkswagen Polo Diesel Highline 1.2L,Individual,Second Owner,1199 CC
1900,1901,Toyota Innova 2.5 E Diesel MS 7-seater,Individual,Second Owner,2494 CC
1901,1902,Nissan Micra XV CVT,Individual,Second Owner,1198 CC
1902,1903,Mahindra Scorpio VLX 2WD ABS AT BSIII,Individual,Second Owner,2179 CC
1903,1904,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
1904,1905,Ford Fiesta Classic 1.6 Duratec LXI,Individual,Second Owner,1596 CC
1905,1906,Renault KWID 1.0 RXT Optional,Individual,First Owner,999 CC
1906,1907,Toyota Fortuner 4x4 MT,Individual,Second Owner,2982 CC
1907,1908,Hyundai Santro Xing GLS LPG,Individual,Second Owner,1086 CC
1908,1909,Honda Civic 1.8 V AT,Individual,Third Owner,1799 CC
1909,1910,Mahindra Xylo D2,Individual,First Owner,2489 CC
1910,1911,Tata Safari Storme LX,Individual,First Owner,2179 CC
1911,1912,Maruti Zen Estilo VXI BSIV,Individual,First Owner,998 CC
1912,1913,Mahindra Bolero Power Plus Plus AC BSIV PS,Individual,First Owner,2523 CC
1913,1914,Mahindra Scorpio EX,Individual,First Owner,2523 CC
1914,1915,Mahindra Xylo D2 BS III,Individual,First Owner,2489 CC
1915,1916,Tata New Safari Dicor VX 4X2 BS IV,Individual,Second Owner,2179 CC
1916,1917,Tata Indigo CR4,Individual,First Owner,1396 CC
1917,1918,Mahindra XUV500 W8 AWD,Individual,First Owner,2179 CC
1918,1919,Tata Indica Vista Aqua 1.3 Quadrajet,Individual,First Owner,1248 CC
1919,1920,Tata Indigo CS LE (TDI) BS-III,Individual,Second Owner,1396 CC
1920,1921,Hyundai i10 Asta,Individual,Second Owner,1197 CC
1921,1922,Maruti Omni E 8 Str STD,Individual,Third Owner,
1922,1923,Renault Duster 110PS Diesel RxL,Individual,Second Owner,1461 CC
1923,1924,Ford Endeavour 3.2 Titanium AT 4X4,Individual,Second Owner,3198 CC
1924,1925,Tata Indica Vista TDI LS,Individual,First Owner,1405 CC
1925,1926,Mahindra TUV 300 T4 Plus,Individual,First Owner,1493 CC
1926,1927,Maruti 800 Std,Individual,Third Owner,796 CC
1927,1928,Maruti Swift Dzire VXI,Individual,Second Owner,1197 CC
1928,1929,Nissan Sunny Diesel XL,Individual,Second Owner,1461 CC
1929,1930,Nissan Terrano XL 85 PS,Individual,Second Owner,1461 CC
1930,1931,Mahindra Scorpio Intelli Hybrid S6 Plus,Individual,First Owner,2179 CC
1931,1932,Hyundai EON 1.0 Era Plus,Individual,First Owner,998 CC
1932,1933,Maruti Swift VXI,Individual,First Owner,1197 CC
1933,1934,Maruti Estilo LXI,Individual,Second Owner,
1934,1935,Maruti Swift Dzire VDI,Individual,Second Owner,1248 CC
1935,1936,Ford Figo Diesel ZXI,Individual,First Owner,1399 CC
1936,1937,Maruti Wagon R LXI Minor,Individual,Second Owner,1061 CC
1937,1938,Mahindra Xylo D4 BSIII,Individual,First Owner,2498 CC
1938,1939,Hyundai i10 Era,Individual,Second Owner,1086 CC
1939,1940,Honda Amaze S i-Dtech,Individual,Second Owner,1498 CC
1940,1941,Maruti Alto LXi,Individual,Third Owner,796 CC
1941,1942,Nissan Sunny XL,Individual,Second Owner,1498 CC
1942,1943,Maruti Wagon R LX BSIII,Individual,Second Owner,1061 CC
1943,1944,Maruti Alto 800 LXI,Individual,First Owner,796 CC
1944,1945,Mahindra Verito 1.5 D4 BSIII,Individual,Second Owner,1461 CC
1945,1946,Maruti Ritz VXi,Individual,First Owner,1197 CC
1946,1947,Hyundai EON Sportz,Individual,First Owner,814 CC
1947,1948,Datsun RediGO T,Individual,First Owner,799 CC
1948,1949,Mahindra Verito 1.5 D4 BSIII,Individual,Second Owner,1461 CC
1949,1950,Mahindra Bolero 2011-2019 ZLX,Individual,First Owner,2523 CC
1950,1951,Maruti Eeco 5 Seater AC BSIV,Individual,First Owner,1196 CC
1951,1952,Hyundai Xcent 1.1 CRDi S Option,Individual,First Owner,1120 CC
1952,1953,Maruti Eeco 5 Seater AC BSIV,Individual,First Owner,1196 CC
1953,1954,Maruti Alto LXi BSIII,Individual,Second Owner,796 CC
1954,1955,Maruti Alto LXi,Individual,Second Owner,796 CC
1955,1956,Maruti Alto LX,Individual,First Owner,796 CC
1956,1957,Toyota Etios GD,Individual,Third Owner,
1957,1958,Maruti Esteem Vxi - BSII,Individual,Third Owner,
1958,1959,Honda City i VTEC V,Individual,First Owner,1497 CC
1959,1960,Maruti Swift Dzire LDI,Individual,First Owner,1248 CC
1960,1961,Maruti Ertiga ZDI,Individual,First Owner,1248 CC
1961,1962,Hyundai Verna 1.4 CRDi,Individual,First Owner,1396 CC
1962,1963,Ford Figo 1.5D Base MT,Individual,First Owner,1498 CC
1963,1964,Maruti Swift Vdi BSIII,Individual,Second Owner,1248 CC
1964,1965,Ford Figo Diesel Titanium,Individual,First Owner,1399 CC
1965,1966,Tata Sumo MKII Turbo 2.0 LX,Individual,Third Owner,1948 CC
1966,1967,Mahindra TUV 300 mHAWK100 T8,Individual,Second Owner,1493 CC
1967,1968,Chevrolet Beat Diesel LT Option,Individual,Fourth & Above Owner,936 CC
1968,1969,Toyota Corolla Altis JS MT,Individual,First Owner,1798 CC
1969,1970,Jaguar XF 2.2 Litre Luxury,Individual,First Owner,2179 CC
1970,1971,Volkswagen Ameo 1.5 TDI Comfortline AT,Individual,First Owner,1498 CC
1971,1972,Honda City 1.5 GXI,Individual,Third Owner,1493 CC
1972,1973,Hyundai Santro GS zipPlus,Individual,Second Owner,
1973,1974,Maruti Wagon R LXI,Individual,Second Owner,998 CC
1974,1975,Honda City Corporate Edition,Individual,Second Owner,1497 CC
1975,1976,Hyundai Grand i10 1.2 Kappa Sportz AT,Individual,First Owner,1197 CC
1976,1977,Maruti Celerio ZXI Optional,Individual,First Owner,998 CC
1977,1978,Audi Q3 2.0 TDI Quattro Premium Plus,Dealer,First Owner,1968 CC
1978,1979,Honda Civic ZX Diesel BSIV,Dealer,First Owner,1597 CC
1979,1980,BMW X1 sDrive20d M Sport,Dealer,First Owner,1998 CC
1980,1981,Toyota Innova Crysta 2.8 GX AT 8S BSIV,Dealer,First Owner,2755 CC
1981,1982,Hyundai Santro Asta BSIV,Dealer,First Owner,1086 CC
1982,1983,Force Gurkha Hard Top BS3 4WD,Dealer,First Owner,2596 CC
1983,1984,Maruti Celerio VXI,Dealer,First Owner,998 CC
1984,1985,Hyundai Creta 1.6 CRDi AT SX Plus,Dealer,First Owner,1582 CC
1985,1986,Maruti Vitara Brezza ZDi,Dealer,First Owner,1248 CC
1986,1987,Ford Figo 1.5D Titanium MT,Dealer,First Owner,1498 CC
1987,1988,Mahindra Thar CRDe ABS,Dealer,First Owner,2498 CC
1988,1989,Tata Nexon 1.5 Revotorq XZ Plus,Dealer,First Owner,1497 CC
1989,1990,MG Hector Sharp DCT Dualtone,Dealer,First Owner,1451 CC
1990,1991,Mercedes-Benz New C-Class C 220 CDI Elegance MT,Dealer,First Owner,2148 CC
1991,1992,Mahindra Marazzo M2 BSIV,Dealer,First Owner,1497 CC
1992,1993,Maruti Swift VXI Optional,Dealer,First Owner,1197 CC
1993,1994,BMW 3 Series 320d,Dealer,First Owner,1995 CC
1994,1995,Skoda Octavia Style Plus 2.0 TDI AT,Dealer,First Owner,1968 CC
1995,1996,Maruti Vitara Brezza ZDi Plus,Dealer,First Owner,1248 CC
1996,1997,Volkswagen Polo 1.2 MPI Comfortline,Dealer,First Owner,1199 CC
1997,1998,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Individual,Third Owner,2179 CC
1998,1999,Mahindra Logan Diesel 1.5 DLE,Individual,Third Owner,1461 CC
1999,2000,Honda City i DTEC E,Individual,First Owner,1498 CC
2000,2001,Honda Jazz Select Edition Active,Individual,Second Owner,1198 CC
2001,2002,Maruti Alto K10 LXI,Individual,First Owner,998 CC
2002,2003,Renault KWID 1.0 RXT Optional,Individual,First Owner,999 CC
2003,2004,Maruti Eeco 7 Seater Standard BSIV,Individual,First Owner,1196 CC
2004,2005,Mahindra TUV 300 T8,Individual,First Owner,1493 CC
2005,2006,Ford Figo Diesel Titanium,Individual,First Owner,1399 CC
2006,2007,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Individual,First Owner,2494 CC
2007,2008,Maruti Ertiga VDI,Individual,Third Owner,1248 CC
2008,2009,Volkswagen Polo GT TDI,Individual,Second Owner,1598 CC
2009,2010,Maruti 800 AC BSII,Individual,Third Owner,796 CC
2010,2011,Tata Indigo CS LX (TDI) BS-III,Individual,Second Owner,1405 CC
2011,2012,Mahindra Bolero 2011-2019 Plus AC,Individual,First Owner,2523 CC
2012,2013,Toyota Corolla Altis 1.4 DGL,Individual,First Owner,1364 CC
2013,2014,Chevrolet Sail 1.2 LS ABS,Individual,First Owner,1199 CC
2014,2015,Ford EcoSport 1.5 TDCi Titanium BSIV,Dealer,First Owner,1498 CC
2015,2016,Mahindra Scorpio LX,Individual,First Owner,2179 CC
2016,2017,Mahindra Xylo E8,Individual,Third Owner,2498 CC
2017,2018,Hyundai i20 Active 1.2 S,Individual,First Owner,1197 CC
2018,2019,Nissan Sunny XV,Individual,First Owner,1498 CC
2019,2020,Maruti Ignis 1.2 AMT Alpha BSIV,Individual,First Owner,1197 CC
2020,2021,Honda WR-V i-VTEC VX,Individual,First Owner,1199 CC
2021,2022,Maruti Alto 800 LXI,Individual,First Owner,796 CC
2022,2023,Ford Endeavour 2.5L 4X2 MT,Individual,First Owner,2499 CC
2023,2024,Maruti Ertiga VXI,Individual,Second Owner,1373 CC
2024,2025,Tata Indigo GLS,Individual,Second Owner,1396 CC
2025,2026,Tata New Safari DICOR 2.2 VX 4x2 BS IV,Individual,Second Owner,2179 CC
2026,2027,Maruti A-Star Vxi,Individual,Third Owner,998 CC
2027,2028,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Individual,First Owner,1196 CC
2028,2029,Hyundai i10 Magna,Individual,Second Owner,1197 CC
2029,2030,Hyundai Santro LP zipPlus,Individual,Third Owner,
2030,2031,Hyundai i20 Sportz 1.4 CRDi,Individual,First Owner,1396 CC
2031,2032,Maruti Ertiga 1.5 VDI,Individual,First Owner,1498 CC
2032,2033,Tata Indica V2 eLS,Individual,First Owner,1396 CC
2033,2034,Maruti Celerio ZXI,Individual,First Owner,998 CC
2034,2035,Maruti Alto 800 LXI,Individual,First Owner,796 CC
2035,2036,Maruti Celerio ZDi,Individual,First Owner,793 CC
2036,2037,Mahindra Xylo E4,Individual,First Owner,2498 CC
2037,2038,Ford Figo 1.5D Titanium MT,Individual,First Owner,1498 CC
2038,2039,Jeep Compass 2.0 Longitude Option BSIV,Individual,First Owner,1956 CC
2039,2040,Nissan Micra Diesel XV Premium,Individual,First Owner,1461 CC
2040,2041,Maruti Ciaz VDi Plus,Individual,Second Owner,1248 CC
2041,2042,Hyundai i20 2015-2017 Magna 1.2,Individual,First Owner,1197 CC
2042,2043,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Individual,First Owner,1197 CC
2043,2044,Ford Endeavour 2.5L 4X2 MT,Individual,First Owner,2499 CC
2044,2045,Maruti Swift Dzire LDI,Individual,First Owner,1248 CC
